Name,City,Country,Domes,Status,EPN Inclusion,Station Log,Station Owner,TectonicPlate,Latitude,Longitude,Elevation,X,Y,Z,IGS,EPOS,ITRF2014,IGS14,ITRF2020,IGS20,Tipo,Carpeta
CREU00ESP,Cadaques,ESP,13432M001,included,1999-01-31,creu00esp_20240913.log,ICGC,EURASIAN,42.3188,3.3156,132.7,4715420.0,273177.0,4271946.0,,included,,,,,S,EUREF
CTAB00CZE,Tabor,CZE,11529M001,included,2010-03-21,ctab00cze_20250218.log,ZU,EURASIAN,49.4098,14.6802,495.2,4022509.6,1053801.48,4820711.47,,included,,,,,S,EUREF
DARE00GBR,Daresbury,GBR,13208S001,included,2003-07-27,dare00gbr_20250618.log,OS,EURASIAN,53.3448,-2.6405,87.7,3811965.0,-175800.0,5093615.0,,included,,,ITRF2020,,S,EUREF
DELF00NLD,Delft,NLD,13502M004,included,1996-02-18,delf00nld_20230630.log,DUT,EURASIAN,51.9861,4.3876,74.4,3924687.74,301132.77,5001910.8,,included,,,,,R,EUREF
DENT00BEL,Dentergem,BEL,13112M001,included,1996-01-14,dent00bel_20250415.log,ROB,EURASIAN,50.9337,3.3997,63.9,4020711.6,238850.99,4928949.57,,included,,,,,S,EUREF
DIEP00DEU,Diepholz,DEU,14287M001,included,2016-08-14,diep00deu_20250429.log,BKG,EURASIAN,52.5881,8.3422,81.7,3842152.8,563402.1,5042888.6,,included,,,ITRF2020,,S,EUREF
DILL00DEU,Dillingen,DEU,14286M001,included,2016-08-14,dill00deu_20250725.log,BKG,EURASIAN,49.3716,6.6997,227.6,4132892.2,485479.5,4817740.6,,included,,,ITRF2020,,S,EUREF
DLF100NLD,Delft,NLD,13502M009,included,2015-09-27,dlf100nld_20230425.log,DUT,EURASIAN,51.986,4.3875,75.8,3924697.94,301124.89,5001905.15,included,included,,,ITRF2020,IGS20,R,IGS
DOUR00BEL,Dourbes,BEL,13113M001,included,1996-01-14,dour00bel_20250513.log,ROB,EURASIAN,50.0949,4.595,282.7,4086778.26,328451.86,4869782.54,,included,,,,,S,EUREF
DYNG00GRC,DIONYSOS,GRC,12602M006,included,2013-10-20,dyng00grc_20250826.log,CNES,EURASIAN,38.0786,23.9324,510.6,4595220.02,2039434.08,3912626.01,included,included,ITRF2014,,ITRF2020,IGS20,"R,S",IGS
EBRE00ESP,Roquetes,ESP,13410M001,included,1996-10-13,ebre00esp_20240718.log,ICGC,EURASIAN,40.8209,0.4924,107.3,4833520.0,41536.0,4147461.0,included,included,ITRF2014,IGS14,ITRF2020,IGS20,S,IGS
EIJS00NLD,Eijsden,NLD,13533M001,included,1999-06-20,eijs00nld_20230417.log,KAD,EURASIAN,50.7582,5.6836,103.8,4023086.53,400394.88,4916655.32,,included,,,ITRF2020,,R,EUREF
FFMJ00DEU,Frankfurt / Main,DEU,14279M001,included,2019-12-15,ffmj00deu_20250515.log,BKG,EURASIAN,50.0906,8.665,178.3,4053455.7,617729.9,4869395.9,included,included,,,ITRF2020,,S,IGS
FINS00FIN,Finstrom,FIN,10523M001,included,2017-03-19,fins00fin_20250903.log,FGI,EURASIAN,60.2291,19.9513,53.4,2984444.5,1083375.68,5513243.09,,included,,,,,R,EUREF
FLRS00PRT,Santa Cruz das Flores,PRT,31907M001,included,2008-08-31,flrs00prt_20250414.log,DGT,NORTH AMERICAN,39.4538,-31.1264,79.9,4221530.01,-2549242.33,4031397.8,included,included,ITRF2014,IGS14,ITRF2020,IGS20,S,IGS
FUNC00PRT,Funchal,PRT,13911S001,included,2008-07-06,func00prt_20250414.log,DGT,AFRICAN,32.6479,-16.9076,78.5,5143339.43,-1563412.87,3421191.44,included,included,ITRF2014,IGS14,ITRF2020,IGS20,S,IGS
GAIA00PRT,Gaia,PRT,13902M001,included,2001-02-11,gaia00prt_20250414.log,DGT,EURASIAN,41.106,-8.5891,287.8,4759095.62,-718818.8,4171491.32,,included,ITRF2014,,,,S,EUREF
GANP00SVK,Ganovce - Poprad,SVK,11515M001,included,2003-11-16,ganp00svk_20250416.log,GKU,EURASIAN,49.0347,20.3229,746.0,3929181.5,1455236.8,4793653.9,included,included,ITRF2014,IGS14,ITRF2020,,S,IGS
GELL00DEU,Gellin,DEU,10908M001,included,2016-08-14,gell00deu_20250502.log,BKG,EURASIAN,53.4503,14.3218,80.9,3688287.2,941628.1,5100608.2,,included,,,ITRF2020,,S,EUREF
GOET00DEU,Goettingen,DEU,10906M001,included,2021-12-12,goet00deu_20250502.log,BKG,EURASIAN,51.5002,9.9506,214.9,3918911.8,687523.9,4968545.6,,included,,,,,S,EUREF
GOP600CZE,Ondrejov,CZE,11502M006,included,2015-07-05,gop600cze_20250728.log,RIGTC GOP,EURASIAN,49.9137,14.7856,592.6,3979319.62,1050311.94,4857064.38,included,included,,,ITRF2020,,R,IGS
GOPE00CZE,Ondrejov,CZE,11502M002,included,1995-12-31,gope00cze_20250728.log,RIGTC GOP,EURASIAN,49.9137,14.7856,592.6,3979316.13,1050312.48,4857067.11,included,included,ITRF2014,,ITRF2020,,R,IGS
GOR200DEU,Gorleben,DEU,14115M002,included,2016-08-14,gor200deu_20250502.log,BKG,EURASIAN,53.0497,11.3496,61.7,3767159.9,756145.2,5073920.1,,included,,,ITRF2020,,S,EUREF
GRAC00FRA,Caussols,FRA,10002M010,included,2015-11-08,grac00fra_20240926.log,IGN_RGP,EURASIAN,43.7545,6.9208,1319.8,4581708.63,556132.23,4389340.93,included,included,,,ITRF2020,,S,IGS
GRAS00FRA,Caussols,FRA,10002M006,included,1995-12-31,gras00fra_20230713.log,CNES,EURASIAN,43.7547,6.9206,1319.3,4581690.84,556114.93,4389360.86,included,included,ITRF2014,IGS14,ITRF2020,IGS20,"R,S",IGS
GRAZ00AUT,Graz,AUT,11001M002,included,1995-12-31,graz00aut_20250515.log,BEV,EURASIAN,47.0671,15.4935,538.3,4194424.12,1162702.46,4647245.19,included,included,ITRF2014,IGS14,ITRF2020,IGS20,S,IGS
GVDG00GRC,Gavdos Island,GRC,12618M003,included,2024-07-14,gvdg00grc_20250826.log,CNES,AEGEAN SEA,34.8384,24.109,124.2,4783638.0,2140729.68,3623234.37,included,included,,,,,R,IGS
HEL200DEU,Helgoland Island,DEU,14264M002,included,2016-08-14,hel200deu_20250430.log,BKG,EURASIAN,54.1863,7.8765,92.2,3705182.9,512590.0,5148980.9,,included,,,,,S,EUREF
HELG00DEU,Helgoland Island,DEU,14264M001,included,1999-11-28,helg00deu_20250502.log,BKG,EURASIAN,54.1745,7.8931,48.4,3706067.0,513804.1,5148174.6,,included,ITRF2014,,ITRF2020,,S,EUREF
HERS00GBR,Hailsham,GBR,13212M007,included,1996-01-14,hers00gbr_20250325.log,NSGF,EURASIAN,50.8673,0.3362,76.5,4033471.33,23667.86,4924300.35,included,included,ITRF2014,IGS14,ITRF2020,IGS20,S,IGS
HETT00FIN,Hetta,FIN,10524M001,included,2018-09-30,hett00fin_20250805.log,FGI,EURASIAN,68.4067,23.6653,403.7,2156252.69,944971.33,5908310.84,,included,,,,,R,EUREF
HOFJ00DEU,Hof,DEU,14289M001,included,2016-08-14,hofj00deu_20250527.log,BKG,EURASIAN,50.3129,11.8759,614.9,3994171.0,839949.0,4885561.6,,included,,,ITRF2020,,S,EUREF
HOFN00ISL,Hoefn,ISL,10204M002,included,1997-09-28,hofn00isl_20250224.log,BKG,EURASIAN,64.2673,-15.1979,82.9,2679689.9,-727950.9,5722789.6,included,included,ITRF2014,IGS14,ITRF2020,IGS20,S,IGS
HUEL00ESP,Huelva,ESP,13451M001,included,2007-09-09,huel00esp_20240411.log,IGE,EURASIAN,37.2,-6.9203,81.8,5049613.1,-612885.6,3835143.8,,included,ITRF2014,,ITRF2020,,S,EUREF
IGEO00MDA,Chisinau,MDA,15101M001,included,2007-08-05,igeo00mda_20250526.log,INGEOCAD,EURASIAN,47.0304,28.8435,100.8,3814971.8,2101073.5,4644140.7,,included,,,,,S,EUREF
IJMU00NLD,Ijmuiden,NLD,13537M001,included,2016-05-29,ijmu00nld_20240906.log,KAD,EURASIAN,52.462,4.5561,54.1,3882053.27,309346.21,5034330.23,,included,ITRF2014,,ITRF2020,,R,EUREF
INVR00GBR,Inverness,GBR,13221M001,included,2009-04-19,invr00gbr_20230406.log,OS,EURASIAN,57.4863,-4.2193,65.5,3427172.0,-252834.0,5355255.0,,included,,,,,S,EUREF
ISTA00TUR,Istanbul,TUR,20807M001,included,2000-01-30,ista00tur_20250117.log,BKG,EURASIAN,41.1044,29.0193,147.2,4208830.46,2334850.14,4171267.18,included,included,ITRF2014,,ITRF2020,IGS20,S,IGS
IZAN00ESP,Guimar,ESP,31309M002,included,2009-01-18,izan00esp_20240411.log,IGE,AFRICAN,28.3081,-16.4997,2417.4,5390243.45,-1596630.08,3007752.76,,included,,,ITRF2020,,S,EUREF
JOE200FIN,Joensuu,FIN,10512M002,included,2017-03-19,joe200fin_20250514.log,FGI,EURASIAN,62.3911,30.0962,113.8,2564142.15,1486152.76,5628949.3,,included,,,,,R,EUREF
JOZ200POL,Jozefoslaw,POL,12204M002,included,2003-09-14,joz200pol_20210730.log,WUT,EURASIAN,52.0978,21.0323,152.3,3664881.0,1409190.0,5009618.0,included,included,ITRF2014,,ITRF2020,,S,IGS
KARL00DEU,Karlsruhe,DEU,14216M001,included,1998-08-30,karl00deu_20250502.log,BKG,EURASIAN,49.0112,8.4113,182.9,4146524.2,613138.3,4791517.3,,included,ITRF2014,,ITRF2020,,S,EUREF
KEV200FIN,Utsjoki,FIN,10515M002,included,2017-04-02,kev200fin_20250610.log,FGI,EURASIAN,69.756,27.0071,136.4,1972152.32,1005171.52,5961801.74,,included,,,,,R,EUREF
KILP00FIN,Kilpisjarvi,FIN,10525M001,included,2017-04-02,kilp00fin_20250717.log,FGI,EURASIAN,68.9416,20.9141,539.7,2147249.9,820562.31,5930137.17,,included,,,,,R,EUREF
